TIME,GEO_NAME,GEO,INDIC_AG,HECTARES_AG,SE_LEVELS,SE_SECTOR,SE_TONNES PER HECTARE,IRRIGATION,IRRIGATION_CROPS,GREEN_POL,GREEN_POL_SRC,GREEN_POL_THOUSAND_TONNES,AIRPOL,AIRPOL_VALUE,RDB_CODE,RDB_NAME,RDB_POL_PERCENTAGE
2010,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2010,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2010,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2010,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2011,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"46,901.07",Nitrogen oxides,"958,720",,,
2011,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,557.55,Sulphur oxides,"2,561,540",,,
2011,TR,Turkey,,,,,,,,Methane,Agriculture,"1,027.24",Ammonia,"615,680",,,
2011,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"25,681.06",Particulates < 2.5µm,"185,800",,,
2011,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,69.34,Particulates < 10µm,"309,730",,,
2011,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"20,662.46",Non-methane volatile organic compounds,"1,076,890",,,
2011,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2011,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2011,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2011,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2011,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2011,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-77,080.35",,,,,
2011,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-77,152.71",,,,,
2011,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",1.01,,,,,
2011,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",25.26,,,,,
2011,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.16,,,,,
2011,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",47.1,,,,,
2011,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2011,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2011,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2011,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2011,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"52,662.08",Nitrogen oxides,"836,630",,,
2012,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,639.77,Sulphur oxides,"2,668,470",,,
2012,TR,Turkey,,,,,,,,Methane,Agriculture,"1,161.90",Ammonia,"679,190",,,
2012,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"29,047.51",Particulates < 2.5µm,"192,320",,,
2012,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,77.1,Particulates < 10µm,"344,520",,,
2012,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"22,974.79",Non-methane volatile organic compounds,"1,130,260",,,
2012,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2012,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2012,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2012,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2012,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2012,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-74,471.70",,,,,
2012,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-74,621.33",,,,,
2012,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",2.9,,,,,
2012,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",72.58,,,,,
2012,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.26,,,,,
2012,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",77.05,,,,,
2012,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2012,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"55,857.58",Nitrogen oxides,"815,850",,,
2013,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,807.3,Sulphur oxides,"1,939,420",,,
2013,TR,Turkey,,,,,,,,Methane,Agriculture,"1,212.65",Ammonia,"718,720",,,
2013,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"30,316.31",Particulates < 2.5µm,"197,560",,,
2013,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,83,Particulates < 10µm,"281,440",,,
2013,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"24,733.97",Non-methane volatile organic compounds,"1,071,900",,,
2013,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2013,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2013,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2013,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2013,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2013,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-76,491.50",,,,,
2013,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-76,653.57",,,,,
2013,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",3.12,,,,,
2013,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",78.02,,,,,
2013,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.28,,,,,
2013,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",84.05,,,,,
2013,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2013,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"56,219.32",Nitrogen oxides,"803,870",,,
2014,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,787.69,Sulphur oxides,"2,148,920",,,
2014,TR,Turkey,,,,,,,,Methane,Agriculture,"1,228.46",Ammonia,"716,850",,,
2014,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"30,711.53",Particulates < 2.5µm,"194,430",,,
2014,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,82.95,Particulates < 10µm,"270,380",,,
2014,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"24,720.09",Non-methane volatile organic compounds,"1,065,320",,,
2014,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2014,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2014,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2014,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2014,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2014,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-77,508.58",,,,,
2014,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-77,574.98",,,,,
2014,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.84,,,,,
2014,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",20.96,,,,,
2014,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.15,,,,,
2014,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",45.43,,,,,
2014,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2014,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"56,133.27",Nitrogen oxides,"787,990",,,
2015,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,810.59,Sulphur oxides,"1,941,990",,,
2015,TR,Turkey,,,,,,,,Methane,Agriculture,"1,214.05",Ammonia,"696,840",,,
2015,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"30,351.15",Particulates < 2.5µm,"193,770",,,
2015,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,83.8,Particulates < 10µm,"307,010",,,
2015,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"24,971.52",Non-methane volatile organic compounds,"1,107,770",,,
2015,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2015,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2015,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2015,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2015,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2015,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-97,265.48",,,,,
2015,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-97,335.97",,,,,
2015,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.85,,,,,
2015,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",21.15,,,,,
2015,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.17,,,,,
2015,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",49.35,,,,,
2015,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2015,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"58,893.78",Nitrogen oxides,"795,830",,,
2016,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,"1,295.35",Sulphur oxides,"2,246,780",,,
2016,TR,Turkey,,,,,,,,Methane,Agriculture,"1,218.58",Ammonia,"760,200",,,
2016,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"30,464.46",Particulates < 2.5µm,"192,070",,,
2016,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,91.05,Particulates < 10µm,"273,480",,,
2016,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"27,133.97",Non-methane volatile organic compounds,"1,084,920",,,
2016,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2016,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2016,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2016,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2016,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2016,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-95,938.63",,,,,
2016,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-96,073.57",,,,,
2016,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",2.41,,,,,
2016,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",60.18,,,,,
2016,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.25,,,,,
2016,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",74.77,,,,,
2016,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2016,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"63,262.40",Nitrogen oxides,"770,400",,,
2017,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,"1,449.63",Sulphur oxides,"2,353,780",,,
2017,TR,Turkey,,,,,,,,Methane,Agriculture,"1,352.70",Ammonia,"796,050",,,
2017,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"33,817.60",Particulates < 2.5µm,"194,690",,,
2017,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,93.94,Particulates < 10µm,"276,910",,,
2017,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"27,995.17",Non-methane volatile organic compounds,"1,109,940",,,
2017,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2017,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2017,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2017,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2017,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2017,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-99,882.35",,,,,
2017,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-100,013.79",,,,,
2017,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",2.31,,,,,
2017,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",57.64,,,,,
2017,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.25,,,,,
2017,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",73.8,,,,,
2017,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2017,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"65,337.76",Nitrogen oxides,"785,080",,,
2018,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,"1,257.47",Sulphur oxides,"2,518,690",,,
2018,TR,Turkey,,,,,,,,Methane,Agriculture,"1,455.95",Ammonia,"727,920",,,
2018,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"36,398.79",Particulates < 2.5µm,"199,320",,,
2018,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,92.89,Particulates < 10µm,"238,540",,,
2018,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"27,681.50",Non-methane volatile organic compounds,"1,088,670",,,
2018,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2018,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2018,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2018,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2018,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2018,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-94,574.90",,,,,
2018,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-94,709",,,,,
2018,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",0.68,,,,,
2018,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",16.99,,,,,
2018,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.39,,,,,
2018,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",117.11,,,,,
2018,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2018,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)",Agriculture,"68,023.70",Nitrogen oxides,"779,350",,,
2019,TR,Turkey,,,,,,,,Carbon dioxide,Agriculture,"1,287.94",Sulphur oxides,"2,454,540",,,
2019,TR,Turkey,,,,,,,,Methane,Agriculture,"1,503.10",Ammonia,"764,660",,,
2019,TR,Turkey,,,,,,,,Methane (CO2 equivalent),Agriculture,"37,577.51",Particulates < 2.5µm,"202,210",,,
2019,TR,Turkey,,,,,,,,Nitrous oxide,Agriculture,97.85,Particulates < 10µm,"248,990",,,
2019,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),Agriculture,"29,158.26",Non-methane volatile organic compounds,"1,120,740",,,
2019,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2019,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),Agriculture,:,,,,,
2019,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),Agriculture,:,,,,,
2019,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),Agriculture,:,,,,,
2019,TR,Turkey,,,,,,,,Nitrogen trifluoride (CO2 equivalent),Agriculture,:,,,,,
2019,TR,Turkey,,,,,,,,"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Land use, land use change, and forestry (LULUCF)","-83,994.88",,,,,
2019,TR,Turkey,,,,,,,,Carbon dioxide,"Land use, land use change, and forestry (LULUCF)","-84,186.38",,,,,
2019,TR,Turkey,,,,,,,,Methane,"Land use, land use change, and forestry (LULUCF)",1.93,,,,,
2019,TR,Turkey,,,,,,,,Methane (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",48.17,,,,,
2019,TR,Turkey,,,,,,,,Nitrous oxide,"Land use, land use change, and forestry (LULUCF)",0.48,,,,,
2019,TR,Turkey,,,,,,,,Nitrous oxide (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",143.32,,,,,
2019,TR,Turkey,,,,,,,,Hydrofluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,TR,Turkey,,,,,,,,Perfluorocarbones (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,TR,Turkey,,,,,,,,Hydrofluorocarbones and perfluorocarbones - not specified mix (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
2019,TR,Turkey,,,,,,,,Sulphur hexafluoride (CO2 equivalent),"Land use, land use change, and forestry (LULUCF)",:,,,,,
